Session,Exp,Set
026_SWJNaudio_11_PL2017,SWJNV2,Language
027_SWJNaudio_12_PL2017,SWJNV2,Language
028_SWJNaudio_13_PL2017,SWJNV2,Language
029_SWJNaudio_14_PL2017,SWJNV2,Language
030_SWJNaudio_15_PL2017,SWJNV2,Language
031_SWJNaudio_16_PL2017,SWJNV2,Language
032_SWJNaudio_17_PL2017,SWJNV2,Language
033_SWJNaudio_18_PL2017,SWJNV2,Language
001_SWJN_01_PL2017,SWJN,Language
002_SWJN_05_PL2017,SWJN,Language
003_SWJN_07_PL2017,SWJN,Language
004_SWJN_09_PL2017,SWJN,Language
005_SWJN_11_PL2017,SWJN,Language
006_SWJN_12_PL2017,SWJN,Language
007_SWJN_13_PL2017,SWJN,Language
041_KAN_action_02_PL2017,SN,Language
050_KAN_action_04_PL2017,SN,Language
053_KAN_reststate_01_PL2017,SN,Language
091_KAN_action_01_PL2017,SN,Language
093_KAN_action_03_PL2017,SN,Language
094_KAN_action_05_PL2017,SN,Language
102_KAN_action_06_PL2017,SN,Language
021_SWJNaudio_04_PL2017,SWJNaud,Language
022_SWJNaudio_06_PL2017,SWJNaud,Language
023_SWJNaudio_07_PL2017,SWJNaud,Language
024_SWJNaudio_08_PL2017,SWJNaud,Language
026_SWJNaudio_11_PL2017,SWJNaud,Language
027_SWJNaudio_12_PL2017,SWJNaud,Language
028_SWJNaudio_13_PL2017,SWJNaud,Language
030_SWJNaudio_15_PL2017,SWJNaud,Language
031_SWJNaudio_16_PL2017,SWJNaud,Language
032_SWJNaudio_17_PL2017,SWJNaud,Language
033_SWJNaudio_18_PL2017,SWJNaud,Language
018_KAN_evDB_20141201d_PL2017,funloc,Language
150_KAN_stories_12b_PL2017,funloc,Language
163_KAN_evDB_20141110b_PL2017,funloc,Language
166_KAN_evDB_20140701a_PL2017,funloc,Language
186_KAN_EvDB_20150316b_PL2017,funloc,Language
205_KAN_evDB_20140701b_PL2017,funloc,Language
210_KAN_evDB_20140303a_PL2017,funloc,Language
211_KAN_evDB_20140303b_PL2017,funloc,Language
214_KAN_evDB_20141021a_PL2017,funloc,Language
230_KAN_evDB_20141027b_PL2017,funloc,Language
242_KAN_evDB_20141110a_PL2017,funloc,Language
244_KAN_evDB_20141201a_PL2017,funloc,Language
007_KAN_parametric_07_PL2017,PassAudio,Language
149_KAN_parametric_05_PL2017,PassAudio,Language
313_VWFA_03_sess2_PL2017,speechandlangloc,Language
314_VWFA_13_sess2_PL2017,speechandlangloc,Language
315_VWFA_17_sess2_PL2017,speechandlangloc,Language
072_KAN_syntshapes_11_PL2017,MDloc_ips144,MD
095_KAN_parametric_01_PL2017,MDloc_ips144,MD
126_KAN_parametric_02_PL2017,MDloc_ips144,MD
127_KAN_parametric_03_PL2017,MDloc_ips144,MD
129_KAN_langsyntaxshapes_09_PL2017,MDloc_ips144,MD
130_KAN_syntshapes_10_PL2017,MDloc_ips144,MD
131_KAN_syntshapes_12_PL2017,MDloc_ips144,MD
132_KAN_langsyntaxshapes_13_PL2017,MDloc_ips144,MD
133_KAN_adapt_01_PL2017,MDloc_ips144,MD
017_domspec_09_PL2017,MDloc_ips218,MD
019_KAN_domspec_03_PL2017,MDloc_ips218,MD
021_domspec_10_PL2017,MDloc_ips218,MD
034_domspec_01_PL2017,MDloc_ips218,MD
035_domspec_04_PL2017,MDloc_ips218,MD
036_KAN_domspec_05_PL2017,MDloc_ips218,MD
037_domspec_06_PL2017,MDloc_ips218,MD
038_domspec_07_PL2017,MDloc_ips218,MD
039_domspec_08_PL2017,MDloc_ips218,MD
040_domspec_11_PL2017,MDloc_ips218,MD
041_KAN_domspec_12_PL2017,MDloc_ips218,MD
042_domspec_13_PL2017,MDloc_ips218,MD
061_KAN_lingviol_02_PL2017,MDloc_ips218,MD
072_KAN_adapt_03_PL2017,MDloc_ips218,MD
101_KAN_lingviol_09_PL2017,MDloc_ips218,MD
103_KAN_lingviol_01_PL2017,MDloc_ips218,MD
104_KAN_domspec_16_PL2017,MDloc_ips218,MD
105_KAN_domspec_17_PL2017,MDloc_ips218,MD
106_domspec_18_PL2017,MDloc_ips218,MD
107_KAN_lingviol_04_PL2017,MDloc_ips218,MD
108_KAN_domspec_19_PL2017,MDloc_ips218,MD
109_KAN_lingviol_05_PL2017,MDloc_ips218,MD
110_KAN_lingviol_07_PL2017,MDloc_ips218,MD
111_KAN_lingviol_08_PL2017,MDloc_ips218,MD
116_KAN_langsyntaxshapes_01_PL2017,MDloc_ips218,MD
117_KAN_langsyntaxshapes_02_PL2017,MDloc_ips218,MD
118_KAN_syntshapes_03_PL2017,MDloc_ips218,MD
119_KAN_syntshapes_04_PL2017,MDloc_ips218,MD
122_KAN_langsyntaxshapes_05_PL2017,MDloc_ips218,MD
123_KAN_adapt_09_PL2017,MDloc_ips218,MD
123_KAN_syntshapes_06_PL2017,MDloc_ips218,MD
126_KAN_langsyntaxshapes_07_PL2017,MDloc_ips218,MD
127_KAN_langsyntaxshapes_08_PL2017,MDloc_ips218,MD
128_KAN_random_01_PL2017,MDloc_ips218,MD
129_KAN_adapt_15_PL2017,MDloc_ips218,MD
134_KAN_adapt_02_PL2017,MDloc_ips218,MD
135_KAN_adapt_04_PL2017,MDloc_ips218,MD
136_KAN_adapt_05_PL2017,MDloc_ips218,MD
137_KAN_adapt_06_PL2017,MDloc_ips218,MD
138_KAN_adapt_07_PL2017,MDloc_ips218,MD
139_KAN_adapt_08_PL2017,MDloc_ips218,MD
141_KAN_adapt_10_PL2017,MDloc_ips218,MD
142_KAN_parametric_04_PL2017,MDloc_ips218,MD
143_KAN_adapt_11_PL2017,MDloc_ips218,MD
144_KAN_adapt_12_PL2017,MDloc_ips218,MD
146_KAN_random_02_PL2017,MDloc_ips218,MD
007_KAN_parametric_07_PL2017,MDloc_ips224,MD
018_FED_20150818a_3T1_PL2017,MDloc_ips224,MD
036_KAN_EvDB_20150501b_PL2017,MDloc_ips224,MD
045_FED_20160803a_3T1_PL2017,MDloc_ips224,MD
050_KAN_evDB_20131218b_PL2017,MDloc_ips224,MD
055_FED_20191106a_3T2_PL2017,MDloc_ips224,MD
072_KAN_prod_02_PL2017,MDloc_ips224,MD
103_KAN_adapt_14_PL2017,MDloc_ips224,MD
113_KAN_freqamb_02_PL2017,MDloc_ips224,MD
113_KAN_prodsemphon_05_PL2017,MDloc_ips224,MD
117_KAN_EvDB_20150217c_PL2017,MDloc_ips224,MD
124_KAN_parametric_08_PL2017,MDloc_ips224,MD
126_KAN_parametric_13_PL2017,MDloc_ips224,MD
126_VWFA_19_sess2_PL2017,MDloc_ips224,MD
127_FED_20150918a_3T1_PL2017,MDloc_ips224,MD
127_KAN_prod_03_PL2017,MDloc_ips224,MD
128_KAN_stories_16_PL2017,MDloc_ips224,MD
129_KAN_prod_08_PL2017,MDloc_ips224,MD
129_VWFA_06_sess2_PL2017,MDloc_ips224,MD
132_KAN_parametric_16_PL2017,MDloc_ips224,MD
132_KAN_stories_10_PL2017,MDloc_ips224,MD
136_KAN_freqamb_07_PL2017,MDloc_ips224,MD
140_KAN_prod_01_PL2017,MDloc_ips224,MD
142_KAN_freqamb_01_PL2017,MDloc_ips224,MD
143_KAN_evDB_20140121b_PL2017,MDloc_ips224,MD
145_KAN_stories_09_PL2017,MDloc_ips224,MD
146_KAN_stories_11_PL2017,MDloc_ips224,MD
147_KAN_prod_04_PL2017,MDloc_ips224,MD
148_KAN_adapt_13_PL2017,MDloc_ips224,MD
148_KAN_freqamb_05_PL2017,MDloc_ips224,MD
149_KAN_parametric_05_PL2017,MDloc_ips224,MD
150_KAN_stories_12_PL2017,MDloc_ips224,MD
151_KAN_parametric_06_PL2017,MDloc_ips224,MD
152_KAN_stories_13_PL2017,MDloc_ips224,MD
153_KAN_stories_14_PL2017,MDloc_ips224,MD
154_KAN_freqamb_03_PL2017,MDloc_ips224,MD
155_KAN_events2_03_PL2017,MDloc_ips224,MD
155_KAN_prod_05_PL2017,MDloc_ips224,MD
156_KAN_prod_06_PL2017,MDloc_ips224,MD
159_KAN_freqamb_06_PL2017,MDloc_ips224,MD
159_KAN_prodsemphon_01_PL2017,MDloc_ips224,MD
161_KAN_parametric_09_PL2017,MDloc_ips224,MD
163_KAN_evDB_20141110b_PL2017,MDloc_ips224,MD
165_KAN_prod_07_PL2017,MDloc_ips224,MD
166_KAN_locmvpa_07_PL2017,MDloc_ips224,MD
166_VWFA_10_sess2_PL2017,MDloc_ips224,MD
167_KAN_parametric_10_PL2017,MDloc_ips224,MD
168_FED_20170918a_3T2_PL2017,MDloc_ips224,MD
168_KAN_parametric_11_PL2017,MDloc_ips224,MD
169_KAN_parametric_12_PL2017,MDloc_ips224,MD
171_KAN_langsens_05_PL2017,MDloc_ips224,MD
171_KAN_parametric_14_PL2017,MDloc_ips224,MD
172_KAN_prodsemphon_02_PL2017,MDloc_ips224,MD
177_KAN_stories_18_PL2017,MDloc_ips224,MD
178_KAN_parametric_15_PL2017,MDloc_ips224,MD
180_KAN_events2_02_PL2017,MDloc_ips224,MD
182_FED_20161031b_3T1_PL2017,MDloc_ips224,MD
183_POLY01_20160420_3T1_PL2017,MDloc_ips224,MD
185_KAN_langsens_01_PL2017,MDloc_ips224,MD
186_KAN_EvDB_20150316b_PL2017,MDloc_ips224,MD
186_VWFA_02_sess2_PL2017,MDloc_ips224,MD
189_FED_20150916a_3T2_PL2017,MDloc_ips224,MD
189_KAN_EvDB_20150311b_PL2017,MDloc_ips224,MD
189_KAN_langsens_04_PL2017,MDloc_ips224,MD
191_KAN_prodsemphon_03_PL2017,MDloc_ips224,MD
192_KAN_prodsemphon_04_PL2017,MDloc_ips224,MD
192_VWFA_05_sess2_PL2017,MDloc_ips224,MD
193_KAN_SpLoc_03_PL2017,MDloc_ips224,MD
195_KAN_parametric_18_PL2017,MDloc_ips224,MD
196_KAN_parametric_19_PL2017,MDloc_ips224,MD
203_KAN_SpLoc_04_PL2017,MDloc_ips224,MD
204_KAN_prodsemphon_06_PL2017,MDloc_ips224,MD
205_KAN_evDB_20131216_PL2017,MDloc_ips224,MD
206_KAN_evDB_20131218a_PL2017,MDloc_ips224,MD
207_KAN_evDB_20140113a_PL2017,MDloc_ips224,MD
208_KAN_EvDB_20150224a_PL2017,MDloc_ips224,MD
208_KAN_evDB_20140121a_PL2017,MDloc_ips224,MD
209_KAN_evDB_20140224_PL2017,MDloc_ips224,MD
210_KAN_evDB_20140303a_PL2017,MDloc_ips224,MD
211_KAN_evDB_20140303b_PL2017,MDloc_ips224,MD
212_FED_20170322a_3T2_PL2017,MDloc_ips224,MD
212_KAN_evDB_20140303c_PL2017,MDloc_ips224,MD
213_KAN_evDB_20140310a_PL2017,MDloc_ips224,MD
214_FED_20150917a_3T2_PL2017,MDloc_ips224,MD
214_KAN_evDB_20140310b_PL2017,MDloc_ips224,MD
214_VWFA_15_sess2_PL2017,MDloc_ips224,MD
215_FED_20150730a_3T1_PL2017,MDloc_ips224,MD
215_KAN_evDB_20140724a_PL2017,MDloc_ips224,MD
216_KAN_SpLoc_05_PL2017,MDloc_ips224,MD
217_KAN_evDB_20140724b_PL2017,MDloc_ips224,MD
218_KAN_evDB_20140807a_PL2017,MDloc_ips224,MD
219_KAN_evDB_20140807b_PL2017,MDloc_ips224,MD
220_FED_20170524a_3T2_PL2017,MDloc_ips224,MD
220_KAN_prodsemphon_07_PL2017,MDloc_ips224,MD
221_KAN_evDB_20140808_PL2017,MDloc_ips224,MD
222_KAN_prodsemphon_08_PL2017,MDloc_ips224,MD
223_KAN_evDB_20140820a_PL2017,MDloc_ips224,MD
224_FED_20160823b_3T1_PL2017,MDloc_ips224,MD
224_KAN_prodsemphon_09_PL2017,MDloc_ips224,MD
225_KAN_evDB_20140820b_PL2017,MDloc_ips224,MD
226_KAN_prodsemphon_10_PL2017,MDloc_ips224,MD
227_KAN_evDB_20141021b_PL2017,MDloc_ips224,MD
228_KAN_evDB_20141028_PL2017,MDloc_ips224,MD
229_KAN_SpLoc_06_PL2017,MDloc_ips224,MD
230_KAN_prodsemphon_12_PL2017,MDloc_ips224,MD
231_KAN_prodsemphon_13_PL2017,MDloc_ips224,MD
232_KAN_prodsemphon_14_PL2017,MDloc_ips224,MD
233_KAN_evDB_20141020a_PL2017,MDloc_ips224,MD
234_KAN_prodsemphon_15_PL2017,MDloc_ips224,MD
235_KAN_prodsemphon_16_PL2017,MDloc_ips224,MD
236_KAN_evDB_20141021c_PL2017,MDloc_ips224,MD
237_KAN_evDB_20141027a_PL2017,MDloc_ips224,MD
238_KAN_evDB_20141027c_PL2017,MDloc_ips224,MD
238_KAN_prodsemphon_17_PL2017,MDloc_ips224,MD
239_KAN_evDB_20141027d_PL2017,MDloc_ips224,MD
239_KAN_evDB_20150129b_PL2017,MDloc_ips224,MD
240_KAN_evDB_20141103a_PL2017,MDloc_ips224,MD
242_KAN_evDB_20141110a_PL2017,MDloc_ips224,MD
243_KAN_prodsemphon_18_PL2017,MDloc_ips224,MD
244_KAN_evDB_20141201a_PL2017,MDloc_ips224,MD
245_KAN_evDB_20141201b_PL2017,MDloc_ips224,MD
247_KAN_evDB_20141215b_PL2017,MDloc_ips224,MD
248_FED_20160106a_3T2_PL2017,MDloc_ips224,MD
248_KAN_evDB_20150129a_PL2017,MDloc_ips224,MD
249_FED_20160817b_3T1_PL2017,MDloc_ips224,MD
249_FED_20170110a_3T2_PL2017,MDloc_ips224,MD
249_KAN_EvDB_20150130_PL2017,MDloc_ips224,MD
250_KAN_evDB_20150205a_PL2017,MDloc_ips224,MD
252_FED_20160317a_3T1_PL2017,MDloc_ips224,MD
252_FED_20181010b_3T2_PL2017,MDloc_ips224,MD
252_KAN_evDB_20150206_PL2017,MDloc_ips224,MD
253_KAN_EvDB_20150211a_PL2017,MDloc_ips224,MD
254_KAN_EvDB_20150211c_PL2017,MDloc_ips224,MD
255_KAN_EvDB_20150223a_PL2017,MDloc_ips224,MD
255_KAN_EvDB_20150311a_PL2017,MDloc_ips224,MD
256_KAN_EvDB_20150223b_PL2017,MDloc_ips224,MD
257_KAN_EvDB_20150223c_PL2017,MDloc_ips224,MD
257_KAN_EvDB_20150310b_PL2017,MDloc_ips224,MD
258_KAN_EvDB_20150224b_PL2017,MDloc_ips224,MD
259_KAN_EvDB_20150224c_PL2017,MDloc_ips224,MD
260_KAN_EvDB_20150303_PL2017,MDloc_ips224,MD
261_FED_20160523c_3T2_PL2017,MDloc_ips224,MD
261_FED_20200205b_3T2_PL2017,MDloc_ips224,MD
261_KAN_EvDB_20150304a_PL2017,MDloc_ips224,MD
262_FED_20160909a_3T2_PL2017,MDloc_ips224,MD
262_FED_20170118a_3T2_PL2017,MDloc_ips224,MD
262_KAN_evDB_20150304b_PL2017,MDloc_ips224,MD
263_KAN_evDB_20150306_PL2017,MDloc_ips224,MD
264_KAN_EvDB_20150310c_PL2017,MDloc_ips224,MD
265_KAN_EvDB_20150310d_PL2017,MDloc_ips224,MD
266_KAN_EvDB_20150311c_PL2017,MDloc_ips224,MD
267_KAN_EvDB_20150316a_PL2017,MDloc_ips224,MD
269_KAN_EvDB_20150317b_PL2017,MDloc_ips224,MD
270_KAN_EvDB_20150317c_PL2017,MDloc_ips224,MD
271_FED_20150908a_3T2_PL2017,MDloc_ips224,MD
271_KAN_EvDB_20150323a_PL2017,MDloc_ips224,MD
273_KAN_EvDB_20150506_PL2017,MDloc_ips224,MD
280_FED_20150813a_3T1_PL2017,MDloc_ips224,MD
281_KAN_EvDB_20150429e_PL2017,MDloc_ips224,MD
281_VWFA_14_sess2_PL2017,MDloc_ips224,MD
282_KAN_EvDB_20150505a_PL2017,MDloc_ips224,MD
290_FED_20150615a_3T2_PL2017,MDloc_ips224,MD
290_FED_20170109b_3T2_PL2017,MDloc_ips224,MD
291_FED_20150615b_3T2_PL2017,MDloc_ips224,MD
292_FED_20150615c_3T2_PL2017,MDloc_ips224,MD
293_FED_20150619a_3T2_PL2017,MDloc_ips224,MD
294_FED_20150811a_3T1_PL2017,MDloc_ips224,MD
295_FED_20150625a_3T2_PL2017,MDloc_ips224,MD
296_FED_20150625b_3T2_PL2017,MDloc_ips224,MD
296_FED_20150812b_3T1_PL2017,MDloc_ips224,MD
297_FED_20150625c_3T2_PL2017,MDloc_ips224,MD
298_FED_20150625d_3T2_PL2017,MDloc_ips224,MD
298_FED_20150811b_3T1_PL2017,MDloc_ips224,MD
300_FED_20150708b_3T2_PL2017,MDloc_ips224,MD
301_FED_20150708c_3T2_PL2017,MDloc_ips224,MD
301_VWFA_23_sess2_PL2017,MDloc_ips224,MD
303_FED_20150709c_3T2_PL2017,MDloc_ips224,MD
304_FED_20150710a_3T2_PL2017,MDloc_ips224,MD
305_FED_20150710b_3T2_PL2017,MDloc_ips224,MD
306_FED_20150715a_3T2_PL2017,MDloc_ips224,MD
307_FED_20150715d_3T2_PL2017,MDloc_ips224,MD
308_FED_20150716a_3T2_PL2017,MDloc_ips224,MD
309_FED_20150717a_3T2_PL2017,MDloc_ips224,MD
310_FED_20150617a_3T2_PL2017,MDloc_ips224,MD
311_FED_20150617b_3T2_PL2017,MDloc_ips224,MD
313_VWFA_03_sess2_PL2017,MDloc_ips224,MD
314_VWFA_13_sess2_PL2017,MDloc_ips224,MD
315_VWFA_17_sess2_PL2017,MDloc_ips224,MD
318_FED_20191106d_3T2_PL2017,MDloc_ips224,MD
320_FED_20150624c_3T2_PL2017,MDloc_ips224,MD
321_FED_20150819a_3T1_PL2017,MDloc_ips224,MD
323_FED_20150826a_3T2_PL2017,MDloc_ips224,MD
326_FED_20150918b_3T1_PL2017,MDloc_ips224,MD
326_FED_20160523e_3T2_PL2017,MDloc_ips224,MD
327_FED_20150923b_3T2_PL2017,MDloc_ips224,MD
328_FED_20151106b_3T1_PL2017,MDloc_ips224,MD
329_FED_20151109a_3T1_PL2017,MDloc_ips224,MD
330_FED_20151111a_3T1_PL2017,MDloc_ips224,MD
330_FED_20160523d_3T2_PL2017,MDloc_ips224,MD
331_FED_20151111c_3T1_PL2017,MDloc_ips224,MD
332_FED_20151113a_3T1_PL2017,MDloc_ips224,MD
336_FED_20151212_3T1_PL2017,MDloc_ips224,MD
338_FED_20151215c_3T2_PL2017,MDloc_ips224,MD
338_FED_20160112a_3T2_PL2017,MDloc_ips224,MD
338_FED_20170113b_3T2_PL2017,MDloc_ips224,MD
339_FED_20151217a_3T2_PL2017,MDloc_ips224,MD
340_FED_20151217b_3T2_PL2017,MDloc_ips224,MD
341_FED_20151217c_3T2_PL2017,MDloc_ips224,MD
344_FED_20160107e_3T2_PL2017,MDloc_ips224,MD
345_FED_20160112b_3T2_PL2017,MDloc_ips224,MD
346_FED_20160112e_3T2_PL2017,MDloc_ips224,MD
347_FED_20160114e_3T2_PL2017,MDloc_ips224,MD
351_FED_20160126a_3T2_PL2017,MDloc_ips224,MD
352_FED_20160126e_3T2_PL2017,MDloc_ips224,MD
354_FED_20160128d_3T2_PL2017,MDloc_ips224,MD
355_FED_20160128e_3T2_PL2017,MDloc_ips224,MD
356_FED_20160202c_3T2_PL2017,MDloc_ips224,MD
358_FED_20160208m_3T2_PL2017,MDloc_ips224,MD
359_FED_20160209m_3T2_PL2017,MDloc_ips224,MD
360_FED_20160211a_3T2_PL2017,MDloc_ips224,MD
361_FED_20160211b_3T2_PL2017,MDloc_ips224,MD
362_FED_20160212m_3T1_PL2017,MDloc_ips224,MD
364_FED_20160229a_3T1_PL2017,MDloc_ips224,MD
365_FED_20170120a_3T2_PL2017,MDloc_ips224,MD
366_FED_20160520b_3T1_PL2017,MDloc_ips224,MD
366_FED_20161103a_3T1_PL2017,MDloc_ips224,MD
367_FED_20160309b_3T1_PL2017,MDloc_ips224,MD
369_FED_20160317b_3T1_PL2017,MDloc_ips224,MD
370_FED_20160317c_3T1_PL2017,MDloc_ips224,MD
372_FED_20160318b_3T1_PL2017,MDloc_ips224,MD
374_FED_20160325a_3T1_PL2017,MDloc_ips224,MD
375_FED_20160331d_3T1_PL2017,MDloc_ips224,MD
376_FED_20160401b_3T2_PL2017,MDloc_ips224,MD
377_FED_20160401a_3T2_PL2017,MDloc_ips224,MD
379_FED_20160407a_3T1_PL2017,MDloc_ips224,MD
380_FED_20160407b_3T1_PL2017,MDloc_ips224,MD
381_FED_20160407c_3T1_PL2017,MDloc_ips224,MD
383_POLY04_20160420_3T1_PL2017,MDloc_ips224,MD
386_FED_20160425d_3T1_PL2017,MDloc_ips224,MD
389_FED_20170111_3T2_PL2017,MDloc_ips224,MD
391_FED_20160429a_3T2_PL2017,MDloc_ips224,MD
394_POLY08_20160505_3T1_PL2017,MDloc_ips224,MD
395_FED_20160506a_3T2_PL2017,MDloc_ips224,MD
396_POLY09_20160512_3T1_PL2017,MDloc_ips224,MD
399_FED_20160519d_3T1_PL2017,MDloc_ips224,MD
400_FED_20160520a_3T1_PL2017,MDloc_ips224,MD
401_FED_20160520d_3T1_PL2017,MDloc_ips224,MD
403_FED_20160526b_3T1_PL2017,MDloc_ips224,MD
405_FED_20160707b_3T1_PL2017,MDloc_ips224,MD
406_FED_20160601a_3T1_PL2017,MDloc_ips224,MD
407_FED_20160616a_3T2_PL2017,MDloc_ips224,MD
408_FED_20160621a_3T2_PL2017,MDloc_ips224,MD
409_FED_20160622a_3T1_PL2017,MDloc_ips224,MD
409_FED_20160728a_3T2_PL2017,MDloc_ips224,MD
410_FED_20160623b_3T2_PL2017,MDloc_ips224,MD
411_FED_20160624a_3T2_PL2017,MDloc_ips224,MD
412_FED_20160707a_3T1_PL2017,MDloc_ips224,MD
414_FED_20160711b_3T1_PL2017,MDloc_ips224,MD
416_FED_20160802a_3T1_PL2017,MDloc_ips224,MD
417_FED_20160803b_3T1_PL2017,MDloc_ips224,MD
418_FED_20160803a_3T2_PL2017,MDloc_ips224,MD
420_FED_20160805b_3T1_PL2017,MDloc_ips224,MD
421_FED_20160804b_3T1_PL2017,MDloc_ips224,MD
422_FED_20160816a_3T1_PL2017,MDloc_ips224,MD
423_FED_20160817c_3T1_PL2017,MDloc_ips224,MD
424_FED_20160817a_3T1_PL2017,MDloc_ips224,MD
424_FED_20160930a_3T1_PL2017,MDloc_ips224,MD
424_FED_20161102b_3T1_PL2017,MDloc_ips224,MD
425_FED_20160818b_3T1_PL2017,MDloc_ips224,MD
426_FED_20160823a_3T1_PL2017,MDloc_ips224,MD
426_FED_20160908d_3T1_PL2017,MDloc_ips224,MD
427_FED_20160823c_3T1_PL2017,MDloc_ips224,MD
428_FED_20160906a_3T2_PL2017,MDloc_ips224,MD
429_FED_20160906b_3T2_PL2017,MDloc_ips224,MD
431_FED_20160907d_3T2_PL2017,MDloc_ips224,MD
432_FED_20160907a_3T2_PL2017,MDloc_ips224,MD
433_FED_20160908c_3T1_PL2017,MDloc_ips224,MD
434_FED_20160909c_3T2_PL2017,MDloc_ips224,MD
437_FED_20160929_3T1_PL2017,MDloc_ips224,MD
438_FED_20160929a_3T1_PL2017,MDloc_ips224,MD
439_POLY10_20160930_3T1_PL2017,MDloc_ips224,MD
440_FED_20160930_3T2_PL2017,MDloc_ips224,MD
441_FED_20161004a_3T1_PL2017,MDloc_ips224,MD
442_FED_20161004b_3T1_PL2017,MDloc_ips224,MD
443_FED_20161005_3T1_PL2017,MDloc_ips224,MD
444_FED_20161006_3T1_PL2017,MDloc_ips224,MD
445_FED_20161007_3T2_PL2017,MDloc_ips224,MD
446_FED_20161007_3T2_PL2017,MDloc_ips224,MD
447_FED_20170123a_3T2_PL2017,MDloc_ips224,MD
448_FED_20161012b_3T2_PL2017,MDloc_ips224,MD
449_FED_20161012c_3T2_PL2017,MDloc_ips224,MD
449_FED_20170201b_3T2_PL2017,MDloc_ips224,MD
450_FED_20161012_3T1_PL2017,MDloc_ips224,MD
451_FED_20161013_3T1_PL2017,MDloc_ips224,MD
452_POLY11_20161014_3T1_PL2017,MDloc_ips224,MD
453_FED_20161014_3T1_PL2017,MDloc_ips224,MD
454_FED_20161017_3T1_PL2017,MDloc_ips224,MD
455_FED_20161018_3T1_PL2017,MDloc_ips224,MD
457_FED_20161020_3T2_PL2017,MDloc_ips224,MD
458_FED_20161021_3T2_PL2017,MDloc_ips224,MD
459_FED_20161021_3T2_PL2017,MDloc_ips224,MD
460_FED_20161025_3T1_PL2017,MDloc_ips224,MD
461_FED_20161025a_3T1_PL2017,MDloc_ips224,MD
462_FED_20161026_3T1_PL2017,MDloc_ips224,MD
463_FED_20161026_3T1_PL2017,MDloc_ips224,MD
464_FED_20161028_3T2_PL2017,MDloc_ips224,MD
465_FED_20161027_3T1_PL2017,MDloc_ips224,MD
466_FED_20161027_3T1_PL2017,MDloc_ips224,MD
467_FED_20161028_3T1_PL2017,MDloc_ips224,MD
468_FED_20161031_3T1_PL2017,MDloc_ips224,MD
470_FED_20161101_3T1_PL2017,MDloc_ips224,MD
471_FED_20161101_3T1_PL2017,MDloc_ips224,MD
472_FED_20161101a_3T2_PL2017,MDloc_ips224,MD
473_FED_20161102a_3T1_PL2017,MDloc_ips224,MD
473_FED_20190731a_3T2_PL2017,MDloc_ips224,MD
474_FED_20161102_3T1_PL2017,MDloc_ips224,MD
475_FED_20161103a_3T2_PL2017,MDloc_ips224,MD
476_FED_20161103b_3T2_PL2017,MDloc_ips224,MD
477_FED_20161103_3T2_PL2017,MDloc_ips224,MD
478_FED_20161103_3T2_PL2017,MDloc_ips224,MD
479_FED_20161104a_3T2_PL2017,MDloc_ips224,MD
480_FED_20161104_3T1_PL2017,MDloc_ips224,MD
481_FED_20161107_3T1_PL2017,MDloc_ips224,MD
482_FED_20161104_3T1_PL2017,MDloc_ips224,MD
483_FED_20161107d_3T2_PL2017,MDloc_ips224,MD
484_FED_20161108_3T1_PL2017,MDloc_ips224,MD
485_FED_20161108c_3T2_PL2017,MDloc_ips224,MD
486_FED_20161108e_3T2_PL2017,MDloc_ips224,MD
487_FED_20161109e_3T1_PL2017,MDloc_ips224,MD
488_FED_20161109_3T2_PL2017,MDloc_ips224,MD
490_FED_20161115_3T1_PL2017,MDloc_ips224,MD
491_FED_20161115_3T1_PL2017,MDloc_ips224,MD
492_FED_20161116_3T2_PL2017,MDloc_ips224,MD
493_FED_20161117_3T1_PL2017,MDloc_ips224,MD
494_FED_20161114a_3T1_PL2017,MDloc_ips224,MD
494_FED_20170106a_3T2_PL2017,MDloc_ips224,MD
496_FED_20161118_3T1_PL2017,MDloc_ips224,MD
497_FED_20161118_3T1_PL2017,MDloc_ips224,MD
498_FED_20161121a_3T1_PL2017,MDloc_ips224,MD
499_FED_20161121b_3T1_PL2017,MDloc_ips224,MD
500_FED_20161121_3T1_PL2017,MDloc_ips224,MD
501_FED_20161122_3T1_PL2017,MDloc_ips224,MD
502_FED_20161122_3T1_PL2017,MDloc_ips224,MD
503_FED_20161128_3T2_PL2017,MDloc_ips224,MD
504_FED_20161130_3T2_PL2017,MDloc_ips224,MD
505_FED_20161204_3T2_PL2017,MDloc_ips224,MD
506_FED_20161205_3T2_PL2017,MDloc_ips224,MD
507_FED_20161207_3T2_PL2017,MDloc_ips224,MD
508_FED_20161208_3T2_PL2017,MDloc_ips224,MD
509_FED_20161208_3T2_PL2017,MDloc_ips224,MD
510_FED_20161212_3T2_PL2017,MDloc_ips224,MD
512_FED_20161213_3T2_PL2017,MDloc_ips224,MD
513_FED_20161215_3T2_PL2017,MDloc_ips224,MD
514_FED_20161215_3T2_PL2017,MDloc_ips224,MD
515_FED_20161216_3T2_PL2017,MDloc_ips224,MD
517_FED_20161219_3T2_PL2017,MDloc_ips224,MD
518_FED_20161219_3T2_PL2017,MDloc_ips224,MD
519_FED_20161220_3T2_PL2017,MDloc_ips224,MD
520_FED_20161227a_3T2_PL2017,MDloc_ips224,MD
521_FED_20161228a_3T2_PL2017,MDloc_ips224,MD
